x,y,velo
36.976963,39.053242,4.531412
36.875687,39.219681,4.870762
36.787601,39.326248,3.456478
36.720734,39.417564,2.829459
36.652912,39.496552,2.602803
36.613644,39.589787,2.529194
36.558624,39.688919,2.834385
36.512508,39.733383,1.601506
36.446842,39.838688,3.1025
36.36993,39.938251,3.145318
36.279823,40.036797,3.338251
36.184235,40.12397,3.234276
36.093758,40.236767,3.614915
36.015083,40.328987,3.03051
35.964142,40.38966,1.980607
35.912334,40.479095,2.583932
35.853504,40.597439,3.304007
35.795692,40.628178,1.636838
35.695293,40.719913,3.399984
35.5452,40.827374,4.614831
35.464367,40.918056,3.037032
35.363518,41.04945,4.140887
35.277046,41.132576,2.998666
35.204109,41.235504,3.153709
35.117977,41.326099,3.125214
35.05632,41.387596,2.17698
35.029427,41.449074,1.677601
34.993599,41.571186,3.181528
34.990471,41.746204,4.376176
34.924473,41.92411,4.74375
34.88752,42.058784,3.491289
34.832638,42.193199,3.62973
34.830139,42.286907,2.343484
34.808174,42.455112,4.240858
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
43.574585,48.580193,2.546246
43.321457,48.431873,7.334527
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
40.936855,45.785427,5.566098
40.810135,45.657406,4.503317
40.73357,45.37019,7.431201
40.694271,45.174465,4.990708
40.468727,44.851452,9.849115
40.330044,44.743359,4.395832
40.185867,44.457111,8.012619
40.057178,44.147263,8.387728
39.984612,43.967003,4.857987
39.824688,43.646862,8.946564
39.745514,43.458252,5.113881
39.672504,43.253944,5.424
39.592007,43.056206,5.337395
39.440147,42.941437,4.758683
39.312374,42.855541,3.849089
39.272289,42.494179,9.089389
39.193699,42.107845,9.856237
38.897606,41.825748,10.22408
38.67577,41.498623,9.881209
38.528099,41.059433,11.583756
38.366016,40.761772,8.473207
38.144871,40.470757,9.137702
37.945171,40.170315,9.018909
37.79652,39.959347,6.451995
37.602379,39.674263,8.622732
37.458229,39.476585,6.116414
37.253605,39.255924,7.523334
37.106815,39.05883,6.143781
37.005531,38.930634,4.084528
36.895962,38.788097,4.494534
36.696926,38.556149,7.641006
36.64521,38.467793,2.559441
36.482433,38.24213,6.956083
36.364563,38.148182,3.768339
36.269272,38.031487,3.76643
36.139351,37.828579,6.023482
35.99078,37.62281,6.344967
35.87495,37.482536,4.547884
35.727013,37.322681,5.44515
35.568901,37.117737,6.471178
35.412601,36.928585,6.134355
35.345207,36.806183,3.493206
35.24902,36.675907,4.048418
35.088364,36.455013,6.828464
35.033604,36.362602,2.685444
34.929054,36.161678,5.662388
34.838627,36.051327,3.566772
34.768219,35.957767,2.927306
34.749134,35.732483,5.652294
34.769997,35.55859,4.378538
34.747581,35.25631,7.577724
34.677811,35.02309,6.085793
34.629208,34.729092,7.449779
34.576454,34.53989,4.910393
34.544426,34.338093,5.108079
34.494965,34.110886,5.813263
34.477116,33.913895,4.94489
34.443218,33.82753,2.31948
34.418381,33.626793,5.056709
34.3904,33.407951,5.515548
34.403252,33.31057,2.455621
34.384907,32.986126,8.124124
34.315189,32.754978,6.035787
34.267746,32.469749,7.22864
34.25082,32.293491,4.426729
34.247993,32.038742,6.369115
34.21785,31.816168,5.615218
34.138847,31.610144,5.516299
34.093185,31.473629,3.59871
34.090744,31.278563,4.877074
34.087994,30.894587,9.599651
34.062443,30.579037,7.914536
34.001675,30.356153,5.775485
33.961689,30.054981,7.595392
33.936958,29.837706,5.466968
33.92532,29.659941,4.45362
33.895893,29.40473,6.422538
33.860825,29.146173,6.523103
33.85207,28.962477,4.597641
33.83815,28.773447,4.738529
33.829559,28.65893,2.870966
33.837864,28.470568,4.713655
33.857857,28.251432,5.501116
33.865074,27.927267,8.106131
33.809505,27.583714,8.700458
33.759342,27.332914,6.394156
33.717106,27.111311,5.639838
33.66724,26.842607,6.832283
33.634857,26.617905,5.675593
33.59227,26.428244,4.859586
33.486134,26.319252,3.803365
33.391827,26.141617,5.027864
33.314297,26.045633,3.084609
33.208492,25.838291,5.819456
33.134678,25.6922,4.092009
32.996918,25.512676,5.657218
32.860058,25.291035,6.51229
32.722767,25.100739,5.866268
32.566982,24.887976,6.59248
32.485115,24.758347,3.832904
32.370468,24.629528,4.311182
32.24361,24.46834,5.128016
32.119179,24.302492,5.18348
32.033646,24.173077,3.878146
31.97566,24.064533,3.076499
31.901955,23.934599,3.73459
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
30.669065,22.360022,3.845823
30.614496,22.266737,2.70183
30.546167,22.126032,3.910447
30.484175,21.947611,4.722096
30.39267,21.756739,5.291845
30.343317,21.621544,3.598014
30.280163,21.452501,4.511365
30.278246,21.350885,2.540847
30.255846,21.181252,4.277674
30.276684,21.079855,2.587876
30.307449,20.946211,3.428518
30.381618,20.82398,3.574311
30.683243,20.774628,7.640906
29.710356,21.291847,27.545732
29.655396,21.207361,2.519719
29.580124,21.091486,3.454427
29.520884,20.994843,2.833915
29.432926,20.885597,3.506308
29.384048,20.803444,2.389835
29.310011,20.702208,3.135529
29.255974,20.620146,2.456366
29.220474,20.510677,2.877049
29.257124,20.421432,2.41188
29.308493,20.313211,2.994882
29.341799,20.126238,4.747922
29.356617,19.9366,4.755405
29.343174,19.790686,3.663268
29.350784,19.614111,4.418457
29.386578,19.512043,2.70406
29.420258,19.373865,3.555591
29.45582,19.265089,2.861031
29.502232,19.139372,3.350295
29.533504,19.036058,2.698581
29.605368,18.903709,3.765014
29.738136,18.764732,4.805059
29.916933,18.605085,5.992478
30.03573,18.380148,6.359511
30.1418,18.190714,5.427711
30.267559,17.963964,6.482217
30.348362,17.85235,3.444795
30.473991,17.670996,5.515465
30.574408,17.550644,3.918563
30.704494,17.39856,5.003213
30.826124,17.246153,4.874821
30.89039,17.157261,2.742247
30.978355,17.066338,3.162769
31.05776,16.967628,3.167054
31.132566,16.8603,3.270661
31.182693,16.787476,2.210199
31.231026,16.734283,1.796769
31.290125,16.64287,2.721367
31.395464,16.499533,4.44704
31.49424,16.426447,3.071845
31.584364,16.331411,3.274341
31.694069,16.23064,3.724089
31.819599,16.106785,4.408661
31.919075,16.006973,3.522944
32.033218,15.9182,3.615059
32.119457,15.885372,2.306898
32.229576,15.843921,2.941516
32.333969,15.823539,2.659072
32.446114,15.766254,3.148255
32.508602,15.732798,1.772022
32.572075,15.687138,1.954759
32.665974,15.637103,2.659927
32.778522,15.584216,3.108898
32.871155,15.518238,2.843153
32.95892,15.467892,2.529476
33.019794,15.426273,1.843528
33.113754,15.382369,2.592779
33.223072,15.317528,3.177541
33.303238,15.261895,2.43949
33.349785,15.241397,1.271531
33.402172,15.20909,1.538649
33.462856,15.159351,1.961607
33.518711,15.127284,1.610133
33.563187,15.107614,1.215774
33.629589,15.063993,1.986241
33.687344,15.038723,1.576021
33.762253,14.984262,2.315347
33.829144,14.948064,1.901429
33.862507,14.928024,0.973007
33.893703,14.901786,1.019092
33.981068,14.861652,2.403527
34.040714,14.823746,1.766832
34.087132,14.792181,1.403266
34.148834,14.756502,1.78193
34.182701,14.743164,0.909965
34.271965,14.68866,2.61476
34.267578,14.644363,1.112842
34.300468,14.57831,1.844671
34.32201,14.496114,2.124302
34.349838,14.397408,2.563859
34.404484,14.306862,2.643955
34.462875,14.238046,2.256241
34.536442,14.160212,2.677484
34.599464,14.095635,2.255905
34.663315,14.060347,1.823786
34.703159,13.984829,2.134547
34.74382,13.885518,2.68281
34.789639,13.812469,2.155739
34.831852,13.754219,1.79844
34.926029,13.637664,3.746204
34.995476,13.578682,2.277857
35.066879,13.521671,2.2843
35.146862,13.475978,2.302828
35.240536,13.409752,2.868027
35.359322,13.354827,3.27175
35.414268,13.302476,1.897333
35.486324,13.272705,1.949016
35.562569,13.247498,2.007654
35.658463,13.245919,2.397659
35.797684,13.254311,3.48687
35.997978,13.196036,5.214916
36.164001,13.129501,4.471515
36.269337,13.087745,2.83278
36.38855,13.033833,3.270867
36.525288,12.994289,3.55851
36.621819,12.935976,2.819441
36.738434,12.913599,2.968546
36.865154,12.873556,3.322492
36.933678,12.86801,1.718617
37.049839,12.854443,2.923788
37.15905,12.843427,2.744093
37.236206,12.850248,1.936483
37.32103,12.870937,2.182752
37.384342,12.894501,1.688872
37.519836,12.89208,3.387914
37.553829,12.919445,1.090934
37.64827,12.963594,2.606255
37.758614,12.990462,2.839262
37.866474,13.026753,2.845012
37.93874,13.032061,1.811522
37.99165,13.039157,1.334557
38.061245,13.030842,1.752265
38.130741,13.069796,1.991729
38.192966,13.101145,1.741896
38.259098,13.14209,1.944523
38.298073,13.148757,0.988548
38.375027,13.203272,2.35767
38.428963,13.213102,1.370642
38.457729,13.214015,0.719461
38.520382,13.230274,1.618272
38.608589,13.279972,2.531085
38.660149,13.317574,1.595321
38.690826,13.320137,0.769641
38.775887,13.37121,2.480419
38.809029,13.37714,0.841703
38.886494,13.425859,2.287734
38.914425,13.474008,1.39161
38.942608,13.529866,1.564112
39.006737,13.586731,2.142766
39.047554,13.649918,1.880581
39.124477,13.690069,2.169285
39.202473,13.736877,2.274065
39.286404,13.78021,2.361505
39.386288,13.81933,2.681785
39.45599,13.868195,2.128069
39.553288,13.91947,2.749532
39.613716,13.970016,1.969583
39.689934,14.017236,2.241469
39.728687,14.034078,1.056356
39.803932,14.08492,2.270258
39.847969,14.126781,1.518973
39.91243,14.170059,1.941071
39.999935,14.229637,2.646496
40.055088,14.27471,1.780734
40.134705,14.319283,2.281079
40.171825,14.328963,0.95911
40.302029,14.411943,3.859868
40.375069,14.461058,2.200456
40.457474,14.516453,2.48237
40.527084,14.575102,2.275613
40.564728,14.654497,2.196647
40.573544,14.747419,2.333489
40.620014,14.845299,2.708766
40.70768,14.93777,3.185515
40.768997,14.994844,2.094223
40.852676,15.060776,2.663337
40.914173,15.086159,1.663226
40.995461,15.144902,2.50732
41.115902,15.246342,3.936675
41.170872,15.278605,1.59351
41.238438,15.33938,2.271889
41.318367,15.433168,3.080708
41.346313,15.454053,0.8722
41.412827,15.534158,2.602971
41.462265,15.55873,1.380206
41.565388,15.645795,3.374014
41.621075,15.67666,1.591723
41.72118,15.739943,2.960799
41.79493,15.799553,2.370653
41.867634,15.850921,2.225552
41.927338,15.889141,1.772214
42.019802,15.95537,2.843396
42.082951,15.965718,1.599836
42.156273,15.977639,1.857059
42.257214,16.007309,2.630266
42.356785,16.021904,2.515947
42.516872,16.076786,4.230811
42.629021,16.132896,3.135062
42.777851,16.195478,4.036311
42.887062,16.238834,2.937529
42.992607,16.289043,2.922023
43.087578,16.35298,2.862168
43.177876,16.4083,2.647413
43.2285,16.45282,1.685319
43.330849,16.495842,2.775627
43.393547,16.535395,1.853293
43.463921,16.549086,1.792316
43.563145,16.593811,2.720962
43.658943,16.629705,2.557518
43.754505,16.678724,2.685034
43.847591,16.695438,2.364372
43.907921,16.729954,1.737685
44.044754,16.795713,3.795371
44.107365,16.843493,1.968917
44.195938,16.896444,2.579843
44.26004,16.943182,1.983304
44.314827,16.997459,1.92799
44.346287,17.020166,0.970041
44.412071,17.102804,2.64062
44.429813,17.135696,0.934255
44.429588,17.172745,0.926233
44.473999,17.325459,3.976014
44.477112,17.455744,3.258101
44.52058,17.581095,3.316818
44.583233,17.734356,4.13933
44.648441,17.823421,2.759562
44.703323,17.889017,2.138171
44.721073,17.971653,2.113036
44.819241,18.136255,4.79129
44.620853,17.774523,10.314049
inf,inf,inf
44.814777,18.413557,8.347627
44.632702,17.9189,13.177583
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
44.539295,19.119633,6.021805
44.527008,19.255325,3.406211
44.511967,19.406429,3.796267
44.509415,19.516706,2.757659
44.471668,19.616539,2.668281
44.422432,19.72459,2.968477
44.32888,19.774355,2.649103
44.188034,19.771536,3.521923
44.033348,19.845253,4.283811
43.936386,19.933521,3.278054
43.815556,20.030752,3.877351
43.669571,20.161949,4.906897
43.606777,20.23238,2.35893
43.453556,20.359797,4.981921
43.35783,20.424076,2.882649
43.277905,20.477627,2.405151
43.19149,20.515898,2.362795
43.08091,20.554726,2.929937
42.996605,20.574036,2.162227
42.890366,20.627081,2.968708
42.837563,20.665918,1.63868
42.740944,20.722879,2.803977
42.673649,20.782705,2.251066
42.56678,20.820114,2.830707
42.50478,20.840467,1.631356
42.419201,20.886999,2.435279
42.308491,20.940645,3.075564
42.229893,20.986532,2.275325
42.116333,21.048452,3.233593
42.053505,21.079098,1.747619
41.978302,21.098635,1.942485
41.903294,21.10955,1.89496
41.722168,21.084778,4.570224
