x,y,velo
29.40477,39.172401,6.932682
29.482586,39.261761,2.962322
29.580822,39.453068,5.376386
29.652807,39.635128,4.894356
29.696577,39.726795,2.539497
29.757832,39.829544,2.990613
29.832249,39.940029,3.330252
29.90938,40.020428,2.785363
30.008242,40.139862,3.876072
30.099445,40.232525,3.250417
30.278313,40.341106,5.231122
30.512257,40.367474,5.885597
30.737514,40.394543,5.671987
30.898495,40.363289,4.099654
31.088367,40.377083,4.759305
31.226704,40.414425,3.582241
31.338171,40.409714,2.789151
31.479195,40.518856,4.458156
31.694658,40.658634,6.420793
31.833225,40.873173,6.384931
32.036659,41.141521,8.418568
32.214088,41.257519,5.299559
32.44046,41.391056,6.570618
32.572731,41.513771,4.510702
32.719578,41.660896,5.19673
32.87846,41.884808,6.863883
33.07214,42.072113,6.735833
33.225071,42.169666,4.534923
33.420895,42.255901,5.349311
33.595066,42.430573,6.166692
33.694149,42.557808,4.031656
33.849106,42.773792,6.645477
33.925789,42.859512,2.875347
34.017773,42.960129,3.408183
34.136372,43.057487,3.83606
34.285507,43.25647,6.216637
34.387089,43.453476,5.541339
34.550117,43.687801,7.13648
34.641258,43.750774,2.76951
34.768799,43.866394,4.30365
34.873161,43.983749,3.926188
34.950653,44.158295,4.774385
34.961277,44.354149,4.903524
34.957161,44.518002,4.09764
35.009438,44.791931,6.9718
35.044083,44.968113,4.488881
35.074295,45.163048,4.931549
35.090664,45.355377,4.825595
35.095928,45.522655,4.184046
35.073219,45.737648,5.404729
35.031811,45.875343,3.594667
35.044411,46.048561,4.341857
35.044117,46.160172,2.790328
35.015495,46.327442,4.242528
34.972466,46.434662,2.888272
34.939976,46.633373,5.033758
34.927784,46.781044,3.704362
34.95919,46.858181,2.082075
34.965897,46.989864,3.296355
34.96664,47.080936,2.276872
34.954361,47.145866,1.652014
34.944763,47.137402,0.319875
34.865047,47.136806,1.992963
34.773453,47.101017,2.458462
34.709343,47.125748,1.717889
34.645878,47.093487,1.779799
34.427345,47.021976,5.748406
34.33427,46.854942,4.780387
34.229641,46.753937,3.635735
34.18092,46.649231,2.887086
34.004528,46.548904,5.073192
33.871376,46.508209,3.480757
33.748653,46.470406,3.210417
33.608463,46.394924,3.980442
33.495232,46.365742,2.92331
33.417252,46.320423,2.254795
33.275055,46.27956,3.69874
33.202248,46.244274,2.022692
33.113224,46.206306,2.419612
33.007389,46.164051,2.848939
32.832916,46.132854,4.430965
inf,inf,inf
inf,inf,inf
32.562084,46.067371,2.321974
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
29.300367,41.926758,4.543971
29.177019,41.710217,6.230196
29.063885,41.503094,5.900156
28.843645,41.294224,7.588343
28.659645,41.10162,6.659182
28.469007,40.825031,8.398046
28.37451,40.582596,6.50506
28.112404,40.396179,8.040969
27.984743,40.233471,5.170237
27.938293,39.883541,8.824991
27.771271,39.54427,9.453918
27.452511,39.282173,10.316918
27.136131,38.841232,13.56759
26.995268,38.52235,8.715186
26.85416,38.249638,7.676384
26.653387,37.924595,9.551258
26.513969,37.782673,4.973672
26.387268,37.485592,8.074228
26.256138,37.307896,5.521052
27.235649,38.188843,32.934677
27.119656,37.940056,6.862435
27.078152,37.654701,7.208884
26.987642,37.502995,4.41637
25.928596,36.114418,43.658653
25.908148,35.833744,7.035418
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
25.241587,34.613209,6.953434
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
24.852718,31.857422,11.596206
24.867069,31.5783,6.987271
24.737511,31.153763,11.09665
24.596312,30.741053,10.904921
24.607313,30.394871,8.658904
24.635466,31.855585,36.524651
25.297249,30.230011,43.878006
25.202467,29.907692,8.399129
25.159111,29.562626,8.694489
25.111498,29.193451,9.305837
25.084568,29.325199,3.361826
24.904581,28.429361,22.84351
24.575296,28.103827,11.575873
24.492887,27.694506,10.43834
24.618505,27.471449,6.399926
24.500502,27.110403,9.496034
24.573885,26.767403,8.769042
24.562981,26.469917,7.44216
24.544798,26.182974,7.187983
24.509474,25.915577,6.742977
24.493843,25.702959,5.329774
24.467661,25.587147,2.968398
24.467159,28.00601,60.471596
24.410179,25.262434,68.604202
24.408915,25.111734,3.7676
24.457743,25.014318,2.724209
24.474459,24.939047,1.927639
24.483282,24.825642,2.843722
24.585897,24.758049,3.071912
24.253277,26.438257,42.820354
24.112982,26.291273,5.07979
24.10511,26.212568,1.977428
24.240515,26.056604,5.163544
24.289688,25.924629,3.520942
24.26026,25.793089,3.369802
24.215555,25.705126,2.466791
24.248482,25.423285,7.093928
24.324654,25.235514,5.065848
24.32773,25.249748,0.364108
24.379354,25.065607,4.781048
24.598839,24.461426,16.070301
24.525368,25.028204,14.287986
24.981262,25.345804,13.890429
24.904644,23.140982,55.153824
25.009327,22.925119,5.997665
24.984106,22.8465,2.064126
25.375677,22.315842,16.48724
inf,inf,inf
inf,inf,inf
inf,inf,inf
25.032736,23.652714,8.625982
25.053978,23.323019,8.259453
25.047567,23.237364,2.147341
25.074478,23.133997,2.670337
25.084721,23.055265,1.984856
25.072269,22.939491,2.911046
25.153328,22.904167,2.210525
25.640133,20.686239,56.768066
25.753275,20.74444,3.180836
25.743607,20.661787,2.0804
25.716597,20.577318,2.217062
25.04224,20.657127,16.976601
26.38751,20.921061,34.272926
26.450163,20.79484,3.522878
25.021778,21.648378,41.59938
25.630308,21.909618,16.555866
26.284489,19.474115,63.04575
26.05822,19.227278,8.371278
26.035456,19.091576,3.439983
24.796028,19.28356,31.355207
25.91725,18.825865,30.276041
26.125317,22.37303,88.831566
24.306076,21.188162,54.276798
26.455475,18.651157,83.127617
26.267036,22.476194,95.74192
26.286169,22.294252,4.573615
24.692734,21.445463,45.135117
25.290539,21.691956,16.165749
24.977221,21.716505,7.85696
26.340351,18.454147,88.392288
26.540047,18.124784,9.62929
27.218357,18.538723,19.865959
25.846041,18.296278,34.839191
27.342178,18.596672,38.149895
27.46603,18.260099,8.965927
27.879869,17.856293,14.455137
25.884024,18.814472,55.348377
26.002777,18.414141,10.439338
27.854094,16.756292,62.128067
28.28286,17.085459,13.51366
28.412752,16.955343,4.59638
26.525539,17.506132,49.148651
29.196529,16.515074,71.223183
29.502367,16.274679,9.72516
29.758654,16.052441,8.480592
30.04385,15.841537,8.867688
30.188631,15.731774,4.542102
30.470249,15.523111,8.762478
30.654133,15.395549,5.594954
30.765429,15.319831,3.365252
30.899986,15.225079,4.11428
30.999695,15.159419,2.984659
30.997557,15.096003,1.586307
31.06872,14.993731,3.114852
31.152319,14.954603,2.307569
31.329636,14.831962,5.389945
31.481792,14.627242,6.376786
31.517281,14.46203,4.224509
31.558914,14.369882,2.52794
31.623545,14.205302,4.420372
31.664919,14.050073,4.016211
31.662357,13.95849,2.290458
31.674513,13.84482,2.857975
31.698746,13.754531,2.33711
31.705294,13.642023,2.817458
31.702057,13.545049,2.425697
31.654299,13.426807,3.188053
31.550816,13.383122,2.808145
31.423199,13.340813,3.361199
31.279251,13.23961,4.399075
31.21213,13.209638,1.837734
31.082008,13.101839,4.224323
31.055019,13.0684,1.074305
30.997313,12.994644,2.341192
30.956453,12.973468,1.150551
30.837492,13.066149,3.770068
30.769976,13.192242,3.575782
30.68265,13.322347,3.917359
30.607821,13.410872,2.897828
30.527597,13.472351,2.526805
30.517347,13.493649,0.590895
30.426252,13.541616,2.57378
30.407291,13.533446,0.516189
30.346306,13.54282,1.542515
30.329912,13.578939,0.991657
30.271395,13.615458,1.72446
30.245253,13.648297,1.04934
30.208277,13.677014,1.170425
30.220894,13.686882,0.400422
30.200541,13.691166,0.520003
31.376074,13.991215,30.330553
31.123087,13.602616,11.59232
30.532845,13.625097,14.766788
30.192537,12.181653,37.075417
30.288902,11.777817,10.379371
30.422352,11.427091,9.381405
30.799963,11.18821,11.170656
31.083366,10.807467,11.866009
31.3505,10.397345,12.236244
31.663063,10.246304,8.678596
31.980927,10.023397,9.705791
32.255909,9.671432,11.166216
32.571335,9.377069,10.786103
32.876266,9.214578,8.638078
33.101612,8.978206,8.164428
33.247467,8.685616,8.173203
33.671783,8.498017,11.59849
33.988388,8.26646,9.806154
34.278183,7.819121,13.325074
34.569439,7.547262,9.960477
34.828281,7.338999,8.305607
35.065578,7.054347,9.264728
35.286751,6.742796,9.551892
35.51775,6.553093,7.472738
35.80619,6.530701,7.232731
36.116207,6.374701,8.676393
36.341976,6.118981,8.528028
36.617393,5.91675,8.542233
36.981815,5.707921,10.500447
37.290863,5.533054,8.877247
37.550941,5.340388,8.091704
37.726337,5.223666,5.267118
37.943283,5.059449,6.802216
38.162186,4.913962,6.570959
38.373417,4.833036,5.655072
38.579815,4.804865,5.207822
38.840958,4.802363,6.528818
39.109886,4.635538,7.911741
39.497181,4.38726,11.501118
39.793072,4.294405,7.753116
40.135998,4.144871,9.3528
inf,inf,inf
40.826443,3.973873,8.891196
inf,inf,inf
inf,inf,inf
inf,inf,inf
41.71973,3.466288,6.421401
41.783966,3.327638,3.820292
41.70499,3.149326,4.875477
41.455952,3.173695,6.255604
41.291088,3.188006,4.137071
41.23605,3.237263,1.846506
41.104095,3.202801,3.409506
40.972408,3.226784,3.346316
40.84832,3.275407,3.331887
40.696083,3.415989,5.180576
40.490448,3.662269,8.020869
40.299122,3.762482,5.399549
40.036396,3.768604,6.569922
39.798111,3.832624,6.168341
39.703465,3.996994,4.741838
39.660679,4.091854,2.601551
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
inf,inf,inf
34.624352,7.772962,6.238201
34.489647,7.863391,4.056051
34.351692,7.972983,4.404685
34.188217,8.074739,4.813978
34.051743,8.217655,4.940249
33.873375,8.379392,6.01942
33.753433,8.493678,4.141876
33.693691,8.536735,1.841012
33.52639,8.662544,5.233101
33.432827,8.777285,3.701346
33.388947,8.838787,1.888761
33.355499,8.917606,2.140565
33.34214,9.025882,2.727403
33.260075,9.116149,3.049926
33.164352,9.270849,4.547969
33.12693,9.356106,2.327704
33.081478,9.473592,3.149273
33.007355,9.625858,4.233769
32.933983,9.704964,2.697376
32.841503,9.799961,3.314449
32.781975,9.83075,1.675446
32.729649,9.897761,2.125515
32.723106,9.92315,0.655454
32.639416,10.003824,2.906114
32.580044,10.046525,1.82831
32.511749,10.065939,1.775025
32.417789,10.196838,4.028248
32.310352,10.324233,4.166242
32.23954,10.416801,2.913659
32.104111,10.57196,5.14875
32.002857,10.66182,3.384451
31.889708,10.795754,4.383307
31.861723,10.871788,2.02551
31.81241,11.05429,4.726157
31.726517,11.232296,4.941155
31.609385,11.390366,4.918472
31.463913,11.549808,5.395802
31.358681,11.664991,3.900413
31.225452,11.852418,5.74883
31.110529,12.052917,5.777487
31.00602,12.158686,3.71732
30.920063,12.244554,3.037438
30.805048,12.358096,4.040478
30.806679,12.442208,2.103196
30.700939,12.646902,5.759803
30.593493,12.765353,3.998082
30.421061,12.95493,6.406647
30.297752,13.062704,4.094198
30.221592,13.18114,3.520262
30.197924,13.287543,2.725097
30.090944,13.459608,5.065256
29.970917,13.559556,3.90484
29.84667,13.586394,3.177764
29.641888,13.692183,5.762345
29.527328,13.808417,4.079995
29.402922,13.898808,3.844428
29.287409,14.020409,4.193032
29.220819,14.099546,2.585632
29.129595,14.195354,3.307285
29.087521,14.242255,1.575206
27.876547,15.456767,42.876968
27.792646,15.476627,2.155491
28.895384,14.502444,36.7854
28.80027,14.586183,3.168057
28.80625,14.672907,2.173274
29.54249,13.775551,29.018293
29.530069,13.784724,0.386013
29.505125,13.818465,1.049006
29.477575,13.849081,1.029648
28.725746,14.895475,32.212116
28.712063,14.925981,0.835807
29.416452,13.977745,29.53083
28.781296,14.982818,29.723644
28.853355,15.137984,4.277072
28.920832,15.253379,3.341866
28.974905,15.371534,3.248525
29.017141,15.430367,1.810574
29.060326,15.477609,1.600126
29.113092,15.562971,2.508888
29.182568,15.633337,2.472119
29.235771,15.826702,5.013779
29.245705,15.994472,4.20158
29.244869,16.193829,4.983946
29.263891,16.336304,3.59349
29.314793,16.44768,3.061422
29.331388,16.648184,5.029767
29.328695,16.759163,2.775256
29.386177,16.873047,3.189213
29.544518,17.212002,9.352861
29.647963,17.396555,5.289201
29.682873,17.653351,6.478942
29.726667,17.887716,5.96057
29.747252,18.024521,3.458636
29.793716,18.228525,5.2307
29.824339,18.336321,2.801519
29.840668,18.565516,5.744421
29.821606,18.71505,3.768568
29.856392,19.026007,7.82244
29.888945,19.234924,5.285941
29.94421,19.421993,4.87655
30.002489,19.552654,3.576713
30.05909,19.754919,5.250896
30.084135,19.842783,2.284084
30.088295,19.935793,2.327577
30.134882,20.065231,3.439173
30.191601,20.183039,3.268753
30.215813,20.260538,2.029835
30.275446,20.31649,2.044297
30.514025,20.451204,6.849635
30.834805,20.301037,8.854721
31.089909,20.177576,7.085218
31.320271,20.041039,6.694644
31.475126,19.949808,4.493276
31.653099,19.927912,4.482906
31.906155,19.835085,6.73857
32.08606,19.733461,5.165586
32.266563,19.477097,7.838408
32.327053,19.350986,3.496668
32.5951,19.113773,8.948443
32.787556,19.000633,5.581154
32.830883,18.839512,4.171157
32.762829,18.555876,7.292183
32.791218,18.247957,7.73058
32.965626,17.826691,11.398602
33.09338,17.535599,7.947293
33.12648,17.262207,6.884702
33.157501,16.960552,7.581121
33.163651,16.740162,5.511946
33.093552,16.448488,7.499425
32.910568,16.259985,6.567762
32.782265,16.152658,4.181839
32.702019,15.956046,5.308955
32.537594,15.725451,7.08032
32.362888,15.519302,6.755512
32.196396,15.33428,6.222621
32.05349,15.132979,6.1717
31.899656,14.915923,6.651041
31.760618,14.709438,6.22332
